2022-02-10 19:44:58,411 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:44:58,412 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:44:58,412 ============================================================
2022-02-10 19:44:58,412 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-10 19:44:58,412 ============================================================
2022-02-10 19:44:58,412 Loading data...
2022-02-10 19:44:58,413 Already preprocessed this configuration. Loading now...
2022-02-10 19:44:59,385 Already preprocessed this configuration. Loading now...
2022-02-10 19:52:50,497 Training Images: (240, 240, 54560)
2022-02-10 19:52:50,526 Training Labels: (240, 240, 54560)
2022-02-10 19:52:50,526 Validation Images: (240, 240, 12400)
2022-02-10 19:52:50,526 Validation Labels: (240, 240, 12400)
2022-02-10 19:52:50,526 ============================================================
2022-02-10 19:52:50,835 17 iterations per epoch. 119351 max iterations 
  0%|                                          | 0/35 [00:00<?, ?it/s]EPOCH: 0
2022-02-10 19:54:12,582 iteration 58 : loss : 0.333113, loss_ce: 0.048109
2022-02-10 19:54:14,018 iteration 59 : loss : 0.362706, loss_ce: 0.049777
2022-02-10 19:54:15,463 iteration 60 : loss : 0.373756, loss_ce: 0.029269
2022-02-10 19:54:16,854 iteration 61 : loss : 0.370256, loss_ce: 0.048644
2022-02-10 19:54:18,295 iteration 62 : loss : 0.387661, loss_ce: 0.025167
2022-02-10 19:54:19,716 iteration 63 : loss : 0.329819, loss_ce: 0.040235
2022-02-10 19:54:21,101 iteration 64 : loss : 0.389363, loss_ce: 0.028408
2022-02-10 19:54:22,613 iteration 65 : loss : 0.370446, loss_ce: 0.030862
2022-02-10 19:54:24,034 iteration 66 : loss : 0.352087, loss_ce: 0.037718
2022-02-10 19:54:25,532 iteration 67 : loss : 0.369950, loss_ce: 0.045069
2022-02-10 19:54:26,988 iteration 68 : loss : 0.386430, loss_ce: 0.022604
2022-02-10 19:54:28,476 iteration 69 : loss : 0.363607, loss_ce: 0.031147
2022-02-10 19:54:29,904 iteration 70 : loss : 0.363586, loss_ce: 0.036578
2022-02-10 19:54:31,406 iteration 71 : loss : 0.367615, loss_ce: 0.054742
2022-02-10 19:54:32,856 iteration 72 : loss : 0.368836, loss_ce: 0.035413
2022-02-10 19:54:34,297 iteration 73 : loss : 0.370330, loss_ce: 0.048264
2022-02-10 19:54:35,722 iteration 74 : loss : 0.345752, loss_ce: 0.039546
2022-02-10 19:54:37,193 iteration 75 : loss : 0.372808, loss_ce: 0.040922
2022-02-10 19:54:38,637 iteration 76 : loss : 0.350977, loss_ce: 0.041504
2022-02-10 19:54:40,051 iteration 77 : loss : 0.383672, loss_ce: 0.017131
2022-02-10 19:54:41,571 iteration 78 : loss : 0.350646, loss_ce: 0.032482
2022-02-10 19:54:43,026 iteration 79 : loss : 0.380909, loss_ce: 0.036211
2022-02-10 19:54:44,403 iteration 80 : loss : 0.386220, loss_ce: 0.022174
2022-02-10 19:54:45,789 iteration 81 : loss : 0.355683, loss_ce: 0.030855
2022-02-10 19:54:47,183 iteration 82 : loss : 0.385211, loss_ce: 0.020220
2022-02-10 19:54:48,604 iteration 83 : loss : 0.347033, loss_ce: 0.031725
2022-02-10 19:54:49,986 iteration 84 : loss : 0.356060, loss_ce: 0.044642
2022-02-10 19:54:51,432 iteration 85 : loss : 0.371145, loss_ce: 0.027786
2022-02-10 19:54:52,850 iteration 86 : loss : 0.381724, loss_ce: 0.048064
2022-02-10 19:54:54,335 iteration 87 : loss : 0.376061, loss_ce: 0.053457
2022-02-10 19:54:55,804 iteration 88 : loss : 0.357016, loss_ce: 0.061630
2022-02-10 19:54:57,298 iteration 89 : loss : 0.346643, loss_ce: 0.028474
2022-02-10 19:54:58,851 iteration 90 : loss : 0.358004, loss_ce: 0.035434
2022-02-10 19:55:00,316 iteration 91 : loss : 0.353096, loss_ce: 0.030569
2022-02-10 19:55:01,749 iteration 92 : loss : 0.334040, loss_ce: 0.030890
2022-02-10 19:55:03,153 iteration 93 : loss : 0.390469, loss_ce: 0.030117
2022-02-10 19:55:04,564 iteration 94 : loss : 0.334549, loss_ce: 0.040091
2022-02-10 19:55:06,009 iteration 95 : loss : 0.388544, loss_ce: 0.026471
2022-02-10 19:55:07,402 iteration 96 : loss : 0.373006, loss_ce: 0.046228
2022-02-10 19:55:08,845 iteration 97 : loss : 0.336561, loss_ce: 0.035873
2022-02-10 19:55:10,325 iteration 98 : loss : 0.349971, loss_ce: 0.029236
2022-02-10 19:55:11,787 iteration 99 : loss : 0.343888, loss_ce: 0.019578
2022-02-10 19:55:13,202 iteration 100 : loss : 0.371784, loss_ce: 0.020402
2022-02-10 19:55:14,629 iteration 101 : loss : 0.380811, loss_ce: 0.011518
2022-02-10 19:55:16,049 iteration 102 : loss : 0.395968, loss_ce: 0.047119
2022-02-10 19:55:17,548 iteration 103 : loss : 0.380484, loss_ce: 0.010938
2022-02-10 19:55:19,026 iteration 104 : loss : 0.379923, loss_ce: 0.028298
2022-02-10 19:55:20,494 iteration 105 : loss : 0.384684, loss_ce: 0.040659
2022-02-10 19:55:21,944 iteration 106 : loss : 0.378437, loss_ce: 0.018002
2022-02-10 19:55:23,401 iteration 107 : loss : 0.360743, loss_ce: 0.020201
2022-02-10 19:55:24,932 iteration 108 : loss : 0.361812, loss_ce: 0.020294
2022-02-10 19:55:26,376 iteration 109 : loss : 0.372791, loss_ce: 0.017530
2022-02-10 19:55:27,972 iteration 110 : loss : 0.375982, loss_ce: 0.023017
2022-02-10 19:55:29,464 iteration 111 : loss : 0.368771, loss_ce: 0.044677
2022-02-10 19:55:30,899 iteration 112 : loss : 0.344925, loss_ce: 0.044526
2022-02-10 19:55:32,307 iteration 113 : loss : 0.348836, loss_ce: 0.040669
2022-02-10 19:55:33,734 iteration 114 : loss : 0.340777, loss_ce: 0.032983
2022-02-10 19:55:35,141 iteration 115 : loss : 0.333931, loss_ce: 0.034449
2022-02-10 19:55:36,533 iteration 116 : loss : 0.370206, loss_ce: 0.028812
2022-02-10 19:55:37,949 iteration 117 : loss : 0.386017, loss_ce: 0.021597
2022-02-10 19:55:39,424 iteration 118 : loss : 0.397710, loss_ce: 0.043796
2022-02-10 19:55:40,923 iteration 119 : loss : 0.335883, loss_ce: 0.041441
2022-02-10 19:55:42,338 iteration 120 : loss : 0.349190, loss_ce: 0.044072
2022-02-10 19:55:43,755 iteration 121 : loss : 0.365520, loss_ce: 0.043757
2022-02-10 19:55:45,210 iteration 122 : loss : 0.346814, loss_ce: 0.041710
2022-02-10 19:55:46,620 iteration 123 : loss : 0.331714, loss_ce: 0.019210
2022-02-10 19:55:48,127 iteration 124 : loss : 0.366605, loss_ce: 0.018017
2022-02-10 19:55:49,545 iteration 125 : loss : 0.364278, loss_ce: 0.016183
2022-02-10 19:55:50,995 iteration 126 : loss : 0.348106, loss_ce: 0.034303
2022-02-10 19:55:52,481 iteration 127 : loss : 0.362271, loss_ce: 0.012255
2022-02-10 19:55:53,928 iteration 128 : loss : 0.347282, loss_ce: 0.026269
2022-02-10 19:55:55,342 iteration 129 : loss : 0.376920, loss_ce: 0.020634
2022-02-10 19:55:56,779 iteration 130 : loss : 0.352999, loss_ce: 0.021305
2022-02-10 19:55:58,277 iteration 131 : loss : 0.379517, loss_ce: 0.028494
2022-02-10 19:55:59,774 iteration 132 : loss : 0.350726, loss_ce: 0.019192
2022-02-10 19:56:01,177 iteration 133 : loss : 0.367324, loss_ce: 0.017498
2022-02-10 19:56:02,609 iteration 134 : loss : 0.380787, loss_ce: 0.011455
2022-02-10 19:56:03,974 iteration 135 : loss : 0.380203, loss_ce: 0.010315
2022-02-10 19:56:05,374 iteration 136 : loss : 0.374275, loss_ce: 0.014144
2022-02-10 19:56:06,818 iteration 137 : loss : 0.382880, loss_ce: 0.015491
2022-02-10 19:56:08,254 iteration 138 : loss : 0.346455, loss_ce: 0.017893
2022-02-10 19:56:09,737 iteration 139 : loss : 0.352347, loss_ce: 0.034297
2022-02-10 19:56:11,111 iteration 140 : loss : 0.334851, loss_ce: 0.032682
2022-02-10 19:56:12,517 iteration 141 : loss : 0.358065, loss_ce: 0.043311
2022-02-10 19:56:13,879 iteration 142 : loss : 0.367782, loss_ce: 0.017647
2022-02-10 19:56:15,325 iteration 143 : loss : 0.312694, loss_ce: 0.022262
2022-02-10 19:56:16,736 iteration 144 : loss : 0.333243, loss_ce: 0.035419
2022-02-10 19:56:18,189 iteration 145 : loss : 0.383139, loss_ce: 0.015844
2022-02-10 19:56:19,616 iteration 146 : loss : 0.324527, loss_ce: 0.026764
2022-02-10 19:56:21,013 iteration 147 : loss : 0.349234, loss_ce: 0.052298
2022-02-10 19:56:22,423 iteration 148 : loss : 0.339737, loss_ce: 0.040935
2022-02-10 19:56:23,896 iteration 149 : loss : 0.343565, loss_ce: 0.025669
2022-02-10 19:56:25,364 iteration 150 : loss : 0.387217, loss_ce: 0.023635
2022-02-10 19:56:26,711 iteration 151 : loss : 0.344815, loss_ce: 0.033479
2022-02-10 19:56:28,111 iteration 152 : loss : 0.340264, loss_ce: 0.043384
2022-02-10 19:56:29,559 iteration 153 : loss : 0.395850, loss_ce: 0.040108
2022-02-10 19:56:31,046 iteration 154 : loss : 0.386870, loss_ce: 0.022919
2022-02-10 19:56:32,496 iteration 155 : loss : 0.379617, loss_ce: 0.009086
2022-02-10 19:56:33,873 iteration 156 : loss : 0.322882, loss_ce: 0.025672
2022-02-10 19:56:35,329 iteration 157 : loss : 0.339632, loss_ce: 0.031322
2022-02-10 19:56:36,876 iteration 158 : loss : 0.386789, loss_ce: 0.022804
2022-02-10 19:56:38,342 iteration 159 : loss : 0.337076, loss_ce: 0.034957
2022-02-10 19:56:39,755 iteration 160 : loss : 0.385197, loss_ce: 0.020143
2022-02-10 19:56:41,220 iteration 161 : loss : 0.378213, loss_ce: 0.048965
2022-02-10 19:56:42,610 iteration 162 : loss : 0.387018, loss_ce: 0.025532
2022-02-10 19:56:44,030 iteration 163 : loss : 0.331701, loss_ce: 0.022250
2022-02-10 19:56:45,425 iteration 164 : loss : 0.350312, loss_ce: 0.042212
2022-02-10 19:56:46,815 iteration 165 : loss : 0.390572, loss_ce: 0.030133
2022-02-10 19:56:48,230 iteration 166 : loss : 0.380579, loss_ce: 0.011100
2022-02-10 19:56:49,702 iteration 167 : loss : 0.386272, loss_ce: 0.032303
2022-02-10 19:56:51,130 iteration 168 : loss : 0.361754, loss_ce: 0.015974
2022-02-10 19:56:52,639 iteration 169 : loss : 0.382829, loss_ce: 0.015326
2022-02-10 19:56:54,077 iteration 170 : loss : 0.355980, loss_ce: 0.017835
2022-02-10 19:56:55,545 iteration 171 : loss : 0.332621, loss_ce: 0.022358
2022-02-10 19:56:56,952 iteration 172 : loss : 0.372403, loss_ce: 0.013933
2022-02-10 19:56:58,319 iteration 173 : loss : 0.362008, loss_ce: 0.018074
2022-02-10 19:56:59,770 iteration 174 : loss : 0.357638, loss_ce: 0.027386
2022-02-10 19:57:01,189 iteration 175 : loss : 0.364790, loss_ce: 0.011711
2022-02-10 19:57:02,636 iteration 176 : loss : 0.357652, loss_ce: 0.020914
2022-02-10 19:57:04,101 iteration 177 : loss : 0.378390, loss_ce: 0.006734
2022-02-10 19:57:05,585 iteration 178 : loss : 0.344343, loss_ce: 0.031177
2022-02-10 19:57:07,000 iteration 179 : loss : 0.361313, loss_ce: 0.009693
2022-02-10 19:57:08,480 iteration 180 : loss : 0.363810, loss_ce: 0.033883
2022-02-10 19:57:09,896 iteration 181 : loss : 0.341244, loss_ce: 0.011684
2022-02-10 19:57:11,374 iteration 182 : loss : 0.381185, loss_ce: 0.012192
2022-02-10 19:57:12,832 iteration 183 : loss : 0.369323, loss_ce: 0.015762
2022-02-10 19:57:14,263 iteration 184 : loss : 0.342918, loss_ce: 0.015670
2022-02-10 19:57:15,763 iteration 185 : loss : 0.339586, loss_ce: 0.032836
2022-02-10 19:57:17,200 iteration 186 : loss : 0.378902, loss_ce: 0.007787
2022-02-10 19:57:18,608 iteration 187 : loss : 0.340511, loss_ce: 0.027368
2022-02-10 19:57:20,086 iteration 188 : loss : 0.356049, loss_ce: 0.014913
2022-02-10 19:57:21,550 iteration 189 : loss : 0.338623, loss_ce: 0.030105
2022-02-10 19:57:22,967 iteration 190 : loss : 0.324979, loss_ce: 0.020503
2022-02-10 19:57:24,452 iteration 191 : loss : 0.377705, loss_ce: 0.072671
2022-02-10 19:57:25,907 iteration 192 : loss : 0.365149, loss_ce: 0.050448
2022-02-10 19:57:27,391 iteration 193 : loss : 0.348615, loss_ce: 0.016049
2022-02-10 19:57:28,909 iteration 194 : loss : 0.376607, loss_ce: 0.022292
2022-02-10 19:57:30,312 iteration 195 : loss : 0.333460, loss_ce: 0.025615
2022-02-10 19:57:31,744 iteration 196 : loss : 0.379457, loss_ce: 0.008873
2022-02-10 19:57:33,192 iteration 197 : loss : 0.340574, loss_ce: 0.051138
2022-02-10 19:57:34,634 iteration 198 : loss : 0.363822, loss_ce: 0.027818
2022-02-10 19:57:36,111 iteration 199 : loss : 0.344276, loss_ce: 0.034386
2022-02-10 19:57:37,552 iteration 200 : loss : 0.364267, loss_ce: 0.038477
2022-02-10 19:57:38,939 iteration 201 : loss : 0.322699, loss_ce: 0.040475
2022-02-10 19:57:40,375 iteration 202 : loss : 0.334259, loss_ce: 0.027237
2022-02-10 19:57:41,874 iteration 203 : loss : 0.327220, loss_ce: 0.016811
2022-02-10 19:57:43,233 iteration 204 : loss : 0.386994, loss_ce: 0.025785
2022-02-10 19:57:44,654 iteration 205 : loss : 0.367041, loss_ce: 0.015672
2022-02-10 19:57:46,067 iteration 206 : loss : 0.325572, loss_ce: 0.014946
2022-02-10 19:57:47,527 iteration 207 : loss : 0.368414, loss_ce: 0.024958
2022-02-10 19:57:48,906 iteration 208 : loss : 0.379311, loss_ce: 0.008481
2022-02-10 19:57:50,362 iteration 209 : loss : 0.339574, loss_ce: 0.025874
2022-02-10 19:57:51,844 iteration 210 : loss : 0.350881, loss_ce: 0.046597
2022-02-10 19:57:53,355 iteration 211 : loss : 0.360463, loss_ce: 0.019222
2022-02-10 19:57:54,744 iteration 212 : loss : 0.382136, loss_ce: 0.013883
2022-02-10 19:57:56,151 iteration 213 : loss : 0.363855, loss_ce: 0.032878
2022-02-10 19:57:57,551 iteration 214 : loss : 0.380277, loss_ce: 0.031617
2022-02-10 19:57:59,016 iteration 215 : loss : 0.378717, loss_ce: 0.030310
2022-02-10 19:58:00,435 iteration 216 : loss : 0.369283, loss_ce: 0.029521
2022-02-10 19:58:01,855 iteration 217 : loss : 0.375409, loss_ce: 0.024035
2022-02-10 19:58:03,208 iteration 218 : loss : 0.341906, loss_ce: 0.045337
2022-02-10 19:58:04,644 iteration 219 : loss : 0.358228, loss_ce: 0.031246
2022-02-10 19:58:06,112 iteration 220 : loss : 0.357724, loss_ce: 0.036837
2022-02-10 19:58:07,504 iteration 221 : loss : 0.347199, loss_ce: 0.026246
2022-02-10 19:58:08,894 iteration 222 : loss : 0.334111, loss_ce: 0.031481
2022-02-10 19:58:10,397 iteration 223 : loss : 0.378264, loss_ce: 0.006452
2022-02-10 19:58:11,937 iteration 224 : loss : 0.380259, loss_ce: 0.010441
2022-02-10 19:58:13,430 iteration 225 : loss : 0.342030, loss_ce: 0.059912
2022-02-10 19:58:14,807 iteration 226 : loss : 0.378377, loss_ce: 0.006720
2022-02-10 19:58:16,140 iteration 227 : loss : 0.361230, loss_ce: 0.008403
2022-02-10 19:58:17,548 iteration 228 : loss : 0.377636, loss_ce: 0.005243
2022-02-10 19:58:18,976 iteration 229 : loss : 0.359214, loss_ce: 0.015226
2022-02-10 19:58:20,419 iteration 230 : loss : 0.356471, loss_ce: 0.030135
2022-02-10 19:58:21,872 iteration 231 : loss : 0.380980, loss_ce: 0.012014
2022-02-10 19:58:23,341 iteration 232 : loss : 0.380009, loss_ce: 0.009845
2022-02-10 19:58:24,794 iteration 233 : loss : 0.334232, loss_ce: 0.016360
2022-02-10 19:58:26,252 iteration 234 : loss : 0.364507, loss_ce: 0.011647
2022-02-10 19:58:27,682 iteration 235 : loss : 0.342116, loss_ce: 0.014262
2022-02-10 19:58:29,167 iteration 236 : loss : 0.334664, loss_ce: 0.019052
2022-02-10 19:58:30,617 iteration 237 : loss : 0.377469, loss_ce: 0.004897
2022-02-10 19:58:32,082 iteration 238 : loss : 0.352483, loss_ce: 0.021367
2022-02-10 19:58:33,533 iteration 239 : loss : 0.364345, loss_ce: 0.006450
2022-02-10 19:58:35,026 iteration 240 : loss : 0.344782, loss_ce: 0.019836
2022-02-10 19:58:36,436 iteration 241 : loss : 0.364164, loss_ce: 0.008084
2022-02-10 19:58:37,877 iteration 242 : loss : 0.381942, loss_ce: 0.021232
2022-02-10 19:58:39,310 iteration 243 : loss : 0.350655, loss_ce: 0.018466
2022-02-10 19:58:40,791 iteration 244 : loss : 0.343169, loss_ce: 0.024789
2022-02-10 19:58:42,187 iteration 245 : loss : 0.342013, loss_ce: 0.019045
2022-02-10 19:58:43,601 iteration 246 : loss : 0.334372, loss_ce: 0.038684
2022-02-10 19:58:45,036 iteration 247 : loss : 0.360272, loss_ce: 0.017723
2022-02-10 19:58:46,517 iteration 248 : loss : 0.353381, loss_ce: 0.039907
2022-02-10 19:58:47,959 iteration 249 : loss : 0.337173, loss_ce: 0.010305
2022-02-10 19:58:49,436 iteration 250 : loss : 0.361715, loss_ce: 0.027349
2022-02-10 19:58:50,898 iteration 251 : loss : 0.361963, loss_ce: 0.018624
2022-02-10 19:58:52,378 iteration 252 : loss : 0.356315, loss_ce: 0.008244
2022-02-10 19:58:53,800 iteration 253 : loss : 0.364307, loss_ce: 0.010797
2022-02-10 19:58:55,242 iteration 254 : loss : 0.336181, loss_ce: 0.025583
2022-02-10 19:58:56,725 iteration 255 : loss : 0.337499, loss_ce: 0.030785
2022-02-10 19:58:58,181 iteration 256 : loss : 0.356889, loss_ce: 0.015760
2022-02-10 19:58:59,676 iteration 257 : loss : 0.382365, loss_ce: 0.014378
2022-02-10 19:59:01,068 iteration 258 : loss : 0.377656, loss_ce: 0.005241
2022-02-10 19:59:02,518 iteration 259 : loss : 0.324932, loss_ce: 0.013868
2022-02-10 19:59:03,888 iteration 260 : loss : 0.331964, loss_ce: 0.036408
2022-02-10 19:59:05,346 iteration 261 : loss : 0.337967, loss_ce: 0.038410
2022-02-10 19:59:06,842 iteration 262 : loss : 0.356679, loss_ce: 0.043634
2022-02-10 19:59:08,241 iteration 263 : loss : 0.321181, loss_ce: 0.017876
2022-02-10 19:59:09,657 iteration 264 : loss : 0.378968, loss_ce: 0.007764
2022-02-10 19:59:11,098 iteration 265 : loss : 0.355500, loss_ce: 0.023004
2022-02-10 19:59:12,564 iteration 266 : loss : 0.323712, loss_ce: 0.016756
2022-02-10 19:59:14,034 iteration 267 : loss : 0.368140, loss_ce: 0.017099
2022-02-10 19:59:15,427 iteration 268 : loss : 0.344597, loss_ce: 0.028745
2022-02-10 19:59:16,919 iteration 269 : loss : 0.377169, loss_ce: 0.004314
2022-02-10 19:59:18,345 iteration 270 : loss : 0.363739, loss_ce: 0.031419
2022-02-10 19:59:19,797 iteration 271 : loss : 0.364360, loss_ce: 0.023309
2022-02-10 19:59:21,227 iteration 272 : loss : 0.357063, loss_ce: 0.007256
2022-02-10 19:59:22,705 iteration 273 : loss : 0.373654, loss_ce: 0.020170
2022-02-10 19:59:24,164 iteration 274 : loss : 0.377503, loss_ce: 0.004995
2022-02-10 19:59:25,570 iteration 275 : loss : 0.368193, loss_ce: 0.012904
2022-02-10 19:59:26,946 iteration 276 : loss : 0.355590, loss_ce: 0.062221
2022-02-10 19:59:28,376 iteration 277 : loss : 0.342485, loss_ce: 0.019292
2022-02-10 19:59:29,754 iteration 278 : loss : 0.356927, loss_ce: 0.025224
2022-02-10 19:59:31,176 iteration 279 : loss : 0.380228, loss_ce: 0.010201
2022-02-10 19:59:32,600 iteration 280 : loss : 0.329082, loss_ce: 0.038368
2022-02-10 19:59:33,981 iteration 281 : loss : 0.322890, loss_ce: 0.026158
2022-02-10 19:59:35,371 iteration 282 : loss : 0.357943, loss_ce: 0.010892
2022-02-10 19:59:36,777 iteration 283 : loss : 0.376617, loss_ce: 0.013089
2022-02-10 19:59:38,119 iteration 284 : loss : 0.337617, loss_ce: 0.024499
2022-02-10 19:59:39,623 iteration 285 : loss : 0.332423, loss_ce: 0.039612
2022-02-10 19:59:41,012 iteration 286 : loss : 0.337553, loss_ce: 0.047808
2022-02-10 19:59:42,461 iteration 287 : loss : 0.324937, loss_ce: 0.033914
2022-02-10 19:59:43,954 iteration 288 : loss : 0.333483, loss_ce: 0.037638
2022-02-10 19:59:45,274 iteration 289 : loss : 0.356763, loss_ce: 0.019233
2022-02-10 19:59:46,719 iteration 290 : loss : 0.344184, loss_ce: 0.045327
2022-02-10 19:59:48,235 iteration 291 : loss : 0.339547, loss_ce: 0.014154
2022-02-10 19:59:49,731 iteration 292 : loss : 0.374525, loss_ce: 0.018172
2022-02-10 19:59:51,159 iteration 293 : loss : 0.377897, loss_ce: 0.005689
2022-02-10 19:59:52,620 iteration 294 : loss : 0.344912, loss_ce: 0.029841
2022-02-10 19:59:53,986 iteration 295 : loss : 0.358995, loss_ce: 0.015901
2022-02-10 19:59:55,395 iteration 296 : loss : 0.378689, loss_ce: 0.007246
2022-02-10 19:59:56,930 iteration 297 : loss : 0.347596, loss_ce: 0.028876
2022-02-10 19:59:58,418 iteration 298 : loss : 0.378115, loss_ce: 0.008965
2022-02-10 19:59:59,889 iteration 299 : loss : 0.344933, loss_ce: 0.028259
