2022-02-09 14:13:56,819 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:13:56,820 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:13:56,820 ============================================================
2022-02-09 14:13:56,820 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-09 14:13:56,820 ============================================================
2022-02-09 14:13:56,820 Loading data...
2022-02-09 14:13:56,822 Already preprocessed this configuration. Loading now...
2022-02-09 14:13:56,862 Already preprocessed this configuration. Loading now...
2022-02-09 14:20:50,187 Training Images: (240, 240, 54560)
2022-02-09 14:20:50,383 Training Labels: (240, 240, 54560)
2022-02-09 14:20:50,383 Validation Images: (240, 240, 12400)
2022-02-09 14:20:50,384 Validation Labels: (240, 240, 12400)
2022-02-09 14:20:50,384 ============================================================
2022-02-09 14:20:50,483 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-09 14:21:49,627 iteration 40 : loss : 0.348896, loss_ce: 0.071993
2022-02-09 14:21:50,942 iteration 41 : loss : 0.369786, loss_ce: 0.067095
2022-02-09 14:21:52,222 iteration 42 : loss : 0.382042, loss_ce: 0.058943
2022-02-09 14:21:53,566 iteration 43 : loss : 0.346498, loss_ce: 0.069446
2022-02-09 14:21:55,014 iteration 44 : loss : 0.392947, loss_ce: 0.073626
2022-02-09 14:21:56,482 iteration 45 : loss : 0.400910, loss_ce: 0.053664
2022-02-09 14:21:57,907 iteration 46 : loss : 0.384740, loss_ce: 0.080289
2022-02-09 14:21:59,417 iteration 47 : loss : 0.371746, loss_ce: 0.049895
2022-02-09 14:22:00,825 iteration 48 : loss : 0.360749, loss_ce: 0.062104
2022-02-09 14:22:02,256 iteration 49 : loss : 0.402387, loss_ce: 0.054035
2022-02-09 14:22:03,672 iteration 50 : loss : 0.391528, loss_ce: 0.032860
2022-02-09 14:22:05,138 iteration 51 : loss : 0.368289, loss_ce: 0.032037
2022-02-09 14:22:06,573 iteration 52 : loss : 0.375265, loss_ce: 0.051907
2022-02-09 14:22:07,972 iteration 53 : loss : 0.394345, loss_ce: 0.045270
2022-02-09 14:22:09,390 iteration 54 : loss : 0.358270, loss_ce: 0.044133
2022-02-09 14:22:10,830 iteration 55 : loss : 0.355968, loss_ce: 0.033548
2022-02-09 14:22:12,236 iteration 56 : loss : 0.345082, loss_ce: 0.029243
2022-02-09 14:22:13,672 iteration 57 : loss : 0.355484, loss_ce: 0.052107
2022-02-09 14:22:15,122 iteration 58 : loss : 0.344154, loss_ce: 0.035126
2022-02-09 14:22:16,605 iteration 59 : loss : 0.362872, loss_ce: 0.030846
2022-02-09 14:22:18,064 iteration 60 : loss : 0.391302, loss_ce: 0.032307
2022-02-09 14:22:19,508 iteration 61 : loss : 0.386897, loss_ce: 0.042634
2022-02-09 14:22:20,956 iteration 62 : loss : 0.372557, loss_ce: 0.028742
2022-02-09 14:22:22,398 iteration 63 : loss : 0.371110, loss_ce: 0.032626
2022-02-09 14:22:23,805 iteration 64 : loss : 0.373328, loss_ce: 0.030766
2022-02-09 14:22:25,237 iteration 65 : loss : 0.399556, loss_ce: 0.047848
2022-02-09 14:22:26,757 iteration 66 : loss : 0.384129, loss_ce: 0.018185
2022-02-09 14:22:28,291 iteration 67 : loss : 0.384480, loss_ce: 0.018830
2022-02-09 14:22:29,724 iteration 68 : loss : 0.327816, loss_ce: 0.047717
2022-02-09 14:22:31,149 iteration 69 : loss : 0.333653, loss_ce: 0.042259
2022-02-09 14:22:32,541 iteration 70 : loss : 0.389105, loss_ce: 0.027791
2022-02-09 14:22:34,054 iteration 71 : loss : 0.392952, loss_ce: 0.035952
2022-02-09 14:22:35,531 iteration 72 : loss : 0.385421, loss_ce: 0.020760
2022-02-09 14:22:36,982 iteration 73 : loss : 0.335152, loss_ce: 0.029833
2022-02-09 14:22:38,329 iteration 74 : loss : 0.359659, loss_ce: 0.027627
2022-02-09 14:22:39,877 iteration 75 : loss : 0.351912, loss_ce: 0.025446
2022-02-09 14:22:41,423 iteration 76 : loss : 0.389064, loss_ce: 0.030866
2022-02-09 14:22:42,904 iteration 77 : loss : 0.364852, loss_ce: 0.028275
2022-02-09 14:22:44,341 iteration 78 : loss : 0.365053, loss_ce: 0.020214
2022-02-09 14:22:45,810 iteration 79 : loss : 0.360168, loss_ce: 0.021898
2022-02-09 14:22:47,269 iteration 80 : loss : 0.340524, loss_ce: 0.027272
2022-02-09 14:22:48,719 iteration 81 : loss : 0.352484, loss_ce: 0.034104
2022-02-09 14:22:50,173 iteration 82 : loss : 0.350803, loss_ce: 0.037532
2022-02-09 14:22:51,650 iteration 83 : loss : 0.379574, loss_ce: 0.032025
2022-02-09 14:22:53,075 iteration 84 : loss : 0.337493, loss_ce: 0.047841
2022-02-09 14:22:54,552 iteration 85 : loss : 0.377383, loss_ce: 0.048491
2022-02-09 14:22:56,056 iteration 86 : loss : 0.337291, loss_ce: 0.033785
2022-02-09 14:22:57,491 iteration 87 : loss : 0.337585, loss_ce: 0.038359
2022-02-09 14:22:59,008 iteration 88 : loss : 0.374929, loss_ce: 0.064763
2022-02-09 14:23:00,446 iteration 89 : loss : 0.360260, loss_ce: 0.040692
2022-02-09 14:23:01,843 iteration 90 : loss : 0.342081, loss_ce: 0.024558
2022-02-09 14:23:03,294 iteration 91 : loss : 0.367239, loss_ce: 0.025058
2022-02-09 14:23:04,869 iteration 92 : loss : 0.336405, loss_ce: 0.034150
2022-02-09 14:23:06,292 iteration 93 : loss : 0.362310, loss_ce: 0.024091
2022-02-09 14:23:07,790 iteration 94 : loss : 0.351862, loss_ce: 0.031758
2022-02-09 14:23:09,261 iteration 95 : loss : 0.354044, loss_ce: 0.019538
2022-02-09 14:23:10,729 iteration 96 : loss : 0.365019, loss_ce: 0.023183
2022-02-09 14:23:12,189 iteration 97 : loss : 0.358929, loss_ce: 0.031337
2022-02-09 14:23:13,668 iteration 98 : loss : 0.352218, loss_ce: 0.029832
2022-02-09 14:23:15,073 iteration 99 : loss : 0.332464, loss_ce: 0.025967
2022-02-09 14:23:16,499 iteration 100 : loss : 0.355974, loss_ce: 0.047895
2022-02-09 14:23:18,046 iteration 101 : loss : 0.380781, loss_ce: 0.011496
2022-02-09 14:23:19,532 iteration 102 : loss : 0.369258, loss_ce: 0.028382
2022-02-09 14:23:20,994 iteration 103 : loss : 0.351409, loss_ce: 0.035507
2022-02-09 14:23:22,485 iteration 104 : loss : 0.352873, loss_ce: 0.021262
2022-02-09 14:23:23,944 iteration 105 : loss : 0.349857, loss_ce: 0.022733
2022-02-09 14:23:25,373 iteration 106 : loss : 0.380437, loss_ce: 0.020510
2022-02-09 14:23:26,850 iteration 107 : loss : 0.349874, loss_ce: 0.035043
2022-02-09 14:23:28,383 iteration 108 : loss : 0.323491, loss_ce: 0.033571
2022-02-09 14:23:29,788 iteration 109 : loss : 0.330113, loss_ce: 0.038521
2022-02-09 14:23:31,260 iteration 110 : loss : 0.356767, loss_ce: 0.015001
2022-02-09 14:23:32,745 iteration 111 : loss : 0.372972, loss_ce: 0.019914
2022-02-09 14:23:34,157 iteration 112 : loss : 0.388644, loss_ce: 0.026451
2022-02-09 14:23:35,607 iteration 113 : loss : 0.366845, loss_ce: 0.027180
2022-02-09 14:23:37,026 iteration 114 : loss : 0.363364, loss_ce: 0.036901
2022-02-09 14:23:38,550 iteration 115 : loss : 0.383751, loss_ce: 0.017278
2022-02-09 14:23:40,103 iteration 116 : loss : 0.386757, loss_ce: 0.022802
2022-02-09 14:23:41,654 iteration 117 : loss : 0.393794, loss_ce: 0.036319
2022-02-09 14:23:43,133 iteration 118 : loss : 0.342603, loss_ce: 0.059947
2022-02-09 14:23:44,564 iteration 119 : loss : 0.385131, loss_ce: 0.019948
2022-02-09 14:23:46,003 iteration 120 : loss : 0.325699, loss_ce: 0.020508
2022-02-09 14:23:47,385 iteration 121 : loss : 0.359350, loss_ce: 0.032535
2022-02-09 14:23:48,856 iteration 122 : loss : 0.382552, loss_ce: 0.014919
2022-02-09 14:23:50,388 iteration 123 : loss : 0.352700, loss_ce: 0.036435
2022-02-09 14:23:51,781 iteration 124 : loss : 0.377858, loss_ce: 0.037340
2022-02-09 14:23:53,224 iteration 125 : loss : 0.348534, loss_ce: 0.037591
2022-02-09 14:23:54,637 iteration 126 : loss : 0.381159, loss_ce: 0.012169
2022-02-09 14:23:56,071 iteration 127 : loss : 0.327415, loss_ce: 0.035895
2022-02-09 14:23:57,514 iteration 128 : loss : 0.362870, loss_ce: 0.035653
2022-02-09 14:23:58,935 iteration 129 : loss : 0.359868, loss_ce: 0.032378
2022-02-09 14:24:00,378 iteration 130 : loss : 0.363732, loss_ce: 0.017650
2022-02-09 14:24:01,883 iteration 131 : loss : 0.349015, loss_ce: 0.017111
2022-02-09 14:24:03,295 iteration 132 : loss : 0.380907, loss_ce: 0.011675
2022-02-09 14:24:04,732 iteration 133 : loss : 0.354052, loss_ce: 0.032975
2022-02-09 14:24:06,114 iteration 134 : loss : 0.366218, loss_ce: 0.037511
2022-02-09 14:24:07,484 iteration 135 : loss : 0.365883, loss_ce: 0.021228
2022-02-09 14:24:08,954 iteration 136 : loss : 0.352783, loss_ce: 0.027091
2022-02-09 14:24:10,476 iteration 137 : loss : 0.337620, loss_ce: 0.033359
2022-02-09 14:24:12,014 iteration 138 : loss : 0.361615, loss_ce: 0.018493
2022-02-09 14:24:13,425 iteration 139 : loss : 0.381290, loss_ce: 0.012455
2022-02-09 14:24:14,883 iteration 140 : loss : 0.335679, loss_ce: 0.032477
2022-02-09 14:24:16,269 iteration 141 : loss : 0.348818, loss_ce: 0.028623
2022-02-09 14:24:17,703 iteration 142 : loss : 0.362016, loss_ce: 0.039539
2022-02-09 14:24:19,271 iteration 143 : loss : 0.327450, loss_ce: 0.022262
2022-02-09 14:24:20,745 iteration 144 : loss : 0.384210, loss_ce: 0.032659
2022-02-09 14:24:22,110 iteration 145 : loss : 0.355662, loss_ce: 0.022375
2022-02-09 14:24:23,450 iteration 146 : loss : 0.328774, loss_ce: 0.036671
2022-02-09 14:24:24,875 iteration 147 : loss : 0.322737, loss_ce: 0.036371
2022-02-09 14:24:26,358 iteration 148 : loss : 0.383009, loss_ce: 0.015675
2022-02-09 14:24:27,862 iteration 149 : loss : 0.352777, loss_ce: 0.046167
2022-02-09 14:24:29,310 iteration 150 : loss : 0.343821, loss_ce: 0.031821
2022-02-09 14:24:30,729 iteration 151 : loss : 0.331298, loss_ce: 0.029632
2022-02-09 14:24:32,329 iteration 152 : loss : 0.355683, loss_ce: 0.011315
2022-02-09 14:24:33,846 iteration 153 : loss : 0.344487, loss_ce: 0.034925
2022-02-09 14:24:35,255 iteration 154 : loss : 0.330336, loss_ce: 0.027172
2022-02-09 14:24:36,739 iteration 155 : loss : 0.338257, loss_ce: 0.012666
2022-02-09 14:24:38,174 iteration 156 : loss : 0.355703, loss_ce: 0.027161
2022-02-09 14:24:39,712 iteration 157 : loss : 0.329399, loss_ce: 0.022636
2022-02-09 14:24:41,146 iteration 158 : loss : 0.343167, loss_ce: 0.036592
2022-02-09 14:24:42,595 iteration 159 : loss : 0.350349, loss_ce: 0.027430
2022-02-09 14:24:44,105 iteration 160 : loss : 0.373317, loss_ce: 0.016185
2022-02-09 14:24:45,655 iteration 161 : loss : 0.339501, loss_ce: 0.032296
2022-02-09 14:24:47,145 iteration 162 : loss : 0.334270, loss_ce: 0.017779
2022-02-09 14:24:48,551 iteration 163 : loss : 0.327365, loss_ce: 0.031278
2022-02-09 14:24:50,064 iteration 164 : loss : 0.380533, loss_ce: 0.010868
2022-02-09 14:24:51,587 iteration 165 : loss : 0.350207, loss_ce: 0.025414
2022-02-09 14:24:53,045 iteration 166 : loss : 0.397944, loss_ce: 0.044326
2022-02-09 14:24:54,511 iteration 167 : loss : 0.335105, loss_ce: 0.041565
2022-02-09 14:24:55,989 iteration 168 : loss : 0.355101, loss_ce: 0.050356
2022-02-09 14:24:57,460 iteration 169 : loss : 0.342429, loss_ce: 0.040259
2022-02-09 14:24:58,991 iteration 170 : loss : 0.361204, loss_ce: 0.049075
2022-02-09 14:25:00,478 iteration 171 : loss : 0.358855, loss_ce: 0.032363
2022-02-09 14:25:02,031 iteration 172 : loss : 0.328897, loss_ce: 0.015891
2022-02-09 14:25:03,530 iteration 173 : loss : 0.363758, loss_ce: 0.017994
2022-02-09 14:25:04,921 iteration 174 : loss : 0.378111, loss_ce: 0.017031
2022-02-09 14:25:06,302 iteration 175 : loss : 0.347880, loss_ce: 0.026716
2022-02-09 14:25:07,784 iteration 176 : loss : 0.382686, loss_ce: 0.015025
2022-02-09 14:25:09,164 iteration 177 : loss : 0.329796, loss_ce: 0.030981
2022-02-09 14:25:10,614 iteration 178 : loss : 0.383597, loss_ce: 0.016814
2022-02-09 14:25:12,028 iteration 179 : loss : 0.334169, loss_ce: 0.034548
2022-02-09 14:25:13,464 iteration 180 : loss : 0.368100, loss_ce: 0.005843
2022-02-09 14:25:14,861 iteration 181 : loss : 0.374831, loss_ce: 0.025432
2022-02-09 14:25:16,367 iteration 182 : loss : 0.348302, loss_ce: 0.020729
2022-02-09 14:25:17,812 iteration 183 : loss : 0.348714, loss_ce: 0.021239
2022-02-09 14:25:19,266 iteration 184 : loss : 0.362291, loss_ce: 0.015723
2022-02-09 14:25:20,683 iteration 185 : loss : 0.344804, loss_ce: 0.022410
2022-02-09 14:25:22,146 iteration 186 : loss : 0.347396, loss_ce: 0.024842
2022-02-09 14:25:23,762 iteration 187 : loss : 0.326679, loss_ce: 0.019023
2022-02-09 14:25:25,261 iteration 188 : loss : 0.378311, loss_ce: 0.006584
2022-02-09 14:25:26,707 iteration 189 : loss : 0.380931, loss_ce: 0.011774
2022-02-09 14:25:28,250 iteration 190 : loss : 0.373167, loss_ce: 0.022808
2022-02-09 14:25:29,762 iteration 191 : loss : 0.382547, loss_ce: 0.014703
2022-02-09 14:25:31,204 iteration 192 : loss : 0.367825, loss_ce: 0.039543
2022-02-09 14:25:32,639 iteration 193 : loss : 0.332688, loss_ce: 0.028264
2022-02-09 14:25:34,202 iteration 194 : loss : 0.339673, loss_ce: 0.007953
2022-02-09 14:25:35,798 iteration 195 : loss : 0.368869, loss_ce: 0.014600
2022-02-09 14:25:37,263 iteration 196 : loss : 0.362729, loss_ce: 0.023737
2022-02-09 14:25:38,749 iteration 197 : loss : 0.378901, loss_ce: 0.007752
2022-02-09 14:25:40,326 iteration 198 : loss : 0.343980, loss_ce: 0.031157
2022-02-09 14:25:41,829 iteration 199 : loss : 0.380787, loss_ce: 0.011364
2022-02-09 14:25:43,281 iteration 200 : loss : 0.384721, loss_ce: 0.018946
2022-02-09 14:25:44,792 iteration 201 : loss : 0.384855, loss_ce: 0.019854
2022-02-09 14:25:46,214 iteration 202 : loss : 0.347464, loss_ce: 0.020867
2022-02-09 14:25:47,679 iteration 203 : loss : 0.382717, loss_ce: 0.015086
2022-02-09 14:25:49,133 iteration 204 : loss : 0.327119, loss_ce: 0.024223
2022-02-09 14:25:50,566 iteration 205 : loss : 0.365131, loss_ce: 0.022456
2022-02-09 14:25:52,002 iteration 206 : loss : 0.356130, loss_ce: 0.020539
2022-02-09 14:25:53,386 iteration 207 : loss : 0.357491, loss_ce: 0.019370
2022-02-09 14:25:54,817 iteration 208 : loss : 0.320997, loss_ce: 0.013997
2022-02-09 14:25:56,264 iteration 209 : loss : 0.333308, loss_ce: 0.023011
2022-02-09 14:25:57,666 iteration 210 : loss : 0.384018, loss_ce: 0.017804
2022-02-09 14:25:59,160 iteration 211 : loss : 0.380407, loss_ce: 0.010577
2022-02-09 14:26:00,520 iteration 212 : loss : 0.351302, loss_ce: 0.029182
2022-02-09 14:26:01,990 iteration 213 : loss : 0.358555, loss_ce: 0.026135
2022-02-09 14:26:03,444 iteration 214 : loss : 0.363204, loss_ce: 0.020928
2022-02-09 14:26:04,841 iteration 215 : loss : 0.320536, loss_ce: 0.014104
2022-02-09 14:26:06,240 iteration 216 : loss : 0.366084, loss_ce: 0.011213
2022-02-09 14:26:07,744 iteration 217 : loss : 0.337162, loss_ce: 0.015663
2022-02-09 14:26:09,205 iteration 218 : loss : 0.382341, loss_ce: 0.014450
2022-02-09 14:26:10,667 iteration 219 : loss : 0.357781, loss_ce: 0.009421
2022-02-09 14:26:12,173 iteration 220 : loss : 0.349146, loss_ce: 0.012853
2022-02-09 14:26:13,653 iteration 221 : loss : 0.341797, loss_ce: 0.014687
2022-02-09 14:26:15,121 iteration 222 : loss : 0.377749, loss_ce: 0.005458
2022-02-09 14:26:16,554 iteration 223 : loss : 0.330276, loss_ce: 0.010851
2022-02-09 14:26:18,093 iteration 224 : loss : 0.334413, loss_ce: 0.022573
2022-02-09 14:26:19,529 iteration 225 : loss : 0.374806, loss_ce: 0.023031
2022-02-09 14:26:20,994 iteration 226 : loss : 0.329958, loss_ce: 0.018593
2022-02-09 14:26:22,384 iteration 227 : loss : 0.350230, loss_ce: 0.014115
2022-02-09 14:26:23,809 iteration 228 : loss : 0.353299, loss_ce: 0.013742
2022-02-09 14:26:25,290 iteration 229 : loss : 0.366181, loss_ce: 0.012811
2022-02-09 14:26:26,852 iteration 230 : loss : 0.377500, loss_ce: 0.004966
2022-02-09 14:26:28,353 iteration 231 : loss : 0.368758, loss_ce: 0.011889
2022-02-09 14:26:29,757 iteration 232 : loss : 0.378301, loss_ce: 0.006531
2022-02-09 14:26:31,210 iteration 233 : loss : 0.377935, loss_ce: 0.005857
2022-02-09 14:26:32,712 iteration 234 : loss : 0.364109, loss_ce: 0.018110
2022-02-09 14:26:34,259 iteration 235 : loss : 0.365612, loss_ce: 0.028821
2022-02-09 14:26:35,676 iteration 236 : loss : 0.350785, loss_ce: 0.027695
2022-02-09 14:26:37,140 iteration 237 : loss : 0.350605, loss_ce: 0.007700
2022-02-09 14:26:38,742 iteration 238 : loss : 0.334618, loss_ce: 0.012781
2022-02-09 14:26:40,267 iteration 239 : loss : 0.344097, loss_ce: 0.023472
2022-02-09 14:26:41,718 iteration 240 : loss : 0.332307, loss_ce: 0.020418
2022-02-09 14:26:43,145 iteration 241 : loss : 0.354391, loss_ce: 0.040154
2022-02-09 14:26:44,750 iteration 242 : loss : 0.358324, loss_ce: 0.043184
2022-02-09 14:26:46,157 iteration 243 : loss : 0.359115, loss_ce: 0.039877
2022-02-09 14:26:47,601 iteration 244 : loss : 0.336775, loss_ce: 0.027585
2022-02-09 14:26:48,989 iteration 245 : loss : 0.347192, loss_ce: 0.024231
2022-02-09 14:26:50,517 iteration 246 : loss : 0.347561, loss_ce: 0.036810
2022-02-09 14:26:51,993 iteration 247 : loss : 0.334515, loss_ce: 0.024777
2022-02-09 14:26:53,383 iteration 248 : loss : 0.389317, loss_ce: 0.027826
2022-02-09 14:26:54,757 iteration 249 : loss : 0.344015, loss_ce: 0.025309
2022-02-09 14:26:56,198 iteration 250 : loss : 0.339858, loss_ce: 0.033490
2022-02-09 14:26:57,733 iteration 251 : loss : 0.381875, loss_ce: 0.013414
2022-02-09 14:26:59,297 iteration 252 : loss : 0.380561, loss_ce: 0.010878
2022-02-09 14:27:00,832 iteration 253 : loss : 0.378029, loss_ce: 0.006044
2022-02-09 14:27:02,362 iteration 254 : loss : 0.341455, loss_ce: 0.028341
2022-02-09 14:27:03,837 iteration 255 : loss : 0.355670, loss_ce: 0.014492
2022-02-09 14:27:05,274 iteration 256 : loss : 0.365574, loss_ce: 0.018423
2022-02-09 14:27:06,802 iteration 257 : loss : 0.334145, loss_ce: 0.017095
2022-02-09 14:27:08,257 iteration 258 : loss : 0.356025, loss_ce: 0.029209
2022-02-09 14:27:09,706 iteration 259 : loss : 0.350955, loss_ce: 0.021498
2022-02-09 14:27:11,180 iteration 260 : loss : 0.351744, loss_ce: 0.018402
2022-02-09 14:27:12,621 iteration 261 : loss : 0.336378, loss_ce: 0.012449
2022-02-09 14:27:14,049 iteration 262 : loss : 0.376861, loss_ce: 0.030858
2022-02-09 14:27:15,598 iteration 263 : loss : 0.353694, loss_ce: 0.050269
2022-02-09 14:27:17,097 iteration 264 : loss : 0.367508, loss_ce: 0.023382
2022-02-09 14:27:18,603 iteration 265 : loss : 0.380540, loss_ce: 0.010815
2022-02-09 14:27:20,059 iteration 266 : loss : 0.377494, loss_ce: 0.004963
2022-02-09 14:27:21,589 iteration 267 : loss : 0.354017, loss_ce: 0.022430
2022-02-09 14:27:23,063 iteration 268 : loss : 0.341287, loss_ce: 0.025663
2022-02-09 14:27:24,474 iteration 269 : loss : 0.362408, loss_ce: 0.026402
2022-02-09 14:27:25,932 iteration 270 : loss : 0.342936, loss_ce: 0.012683
2022-02-09 14:27:27,397 iteration 271 : loss : 0.333705, loss_ce: 0.017518
2022-02-09 14:27:28,854 iteration 272 : loss : 0.378583, loss_ce: 0.007078
2022-02-09 14:27:30,355 iteration 273 : loss : 0.350100, loss_ce: 0.016478
2022-02-09 14:27:31,791 iteration 274 : loss : 0.334796, loss_ce: 0.023759
2022-02-09 14:27:33,234 iteration 275 : loss : 0.352282, loss_ce: 0.027969
2022-02-09 14:27:34,660 iteration 276 : loss : 0.383971, loss_ce: 0.021353
2022-02-09 14:27:36,086 iteration 277 : loss : 0.371506, loss_ce: 0.023210
2022-02-09 14:27:37,538 iteration 278 : loss : 0.326603, loss_ce: 0.023172
2022-02-09 14:27:38,969 iteration 279 : loss : 0.382426, loss_ce: 0.014452
2022-02-09 14:27:40,425 iteration 280 : loss : 0.354066, loss_ce: 0.028295
2022-02-09 14:27:41,834 iteration 281 : loss : 0.345831, loss_ce: 0.055000
2022-02-09 14:27:43,304 iteration 282 : loss : 0.358389, loss_ce: 0.033965
2022-02-09 14:27:44,752 iteration 283 : loss : 0.378095, loss_ce: 0.006171
2022-02-09 14:27:46,257 iteration 284 : loss : 0.332709, loss_ce: 0.021607
2022-02-09 14:27:47,721 iteration 285 : loss : 0.331519, loss_ce: 0.009938
2022-02-09 14:27:49,169 iteration 286 : loss : 0.329485, loss_ce: 0.024407
2022-02-09 14:27:50,679 iteration 287 : loss : 0.343292, loss_ce: 0.019823
2022-02-09 14:27:52,227 iteration 288 : loss : 0.384166, loss_ce: 0.020278
2022-02-09 14:27:53,729 iteration 289 : loss : 0.377756, loss_ce: 0.005464
2022-02-09 14:27:55,185 iteration 290 : loss : 0.351641, loss_ce: 0.049297
2022-02-09 14:27:56,699 iteration 291 : loss : 0.329875, loss_ce: 0.018953
2022-02-09 14:27:58,177 iteration 292 : loss : 0.368032, loss_ce: 0.046024
2022-02-09 14:27:59,581 iteration 293 : loss : 0.342249, loss_ce: 0.039058
2022-02-09 14:28:01,133 iteration 294 : loss : 0.327793, loss_ce: 0.015404
2022-02-09 14:28:02,525 iteration 295 : loss : 0.361708, loss_ce: 0.021467
2022-02-09 14:28:03,966 iteration 296 : loss : 0.388257, loss_ce: 0.025580
2022-02-09 14:28:05,441 iteration 297 : loss : 0.386171, loss_ce: 0.021577
2022-02-09 14:28:06,857 iteration 298 : loss : 0.358882, loss_ce: 0.027383
2022-02-09 14:28:08,219 iteration 299 : loss : 0.356466, loss_ce: 0.043407
