2022-02-07 20:37:01,874 Logging directory: /scratch_net/biwidl217_second/arismu/Master_Thesis_Codes/project_TransUNet/TransUNet/log_dir/trFETS_train_cv1_r3/i2i2l/
2022-02-07 20:37:01,875 Tensorboard directory: /scratch_net/biwidl217_second/arismu/Tensorboard/trFETS_train_cv1_r3/i2i2l/
2022-02-07 20:37:01,875 ============================================================
2022-02-07 20:37:01,875 EXPERIMENT NAME: trFETS_train_cv1_r3/i2i2l/
2022-02-07 20:37:01,875 ============================================================
2022-02-07 20:37:01,875 Loading data...
2022-02-07 20:37:01,876 Already preprocessed this configuration. Loading now...
2022-02-07 20:41:51,816 Training Images: (240, 240, 54560)
2022-02-07 20:41:51,817 Training Labels: (240, 240, 54560)
2022-02-07 20:41:51,817 Validation Images: (240, 240, 12400)
2022-02-07 20:41:51,817 Validation Labels: (240, 240, 12400)
2022-02-07 20:41:51,817 ============================================================
2022-02-07 20:41:51,855 17 iterations per epoch. 50000 max iterations 
  0%|                                          | 0/15 [00:00<?, ?it/s]EPOCH: 0
2022-02-07 20:44:40,431 iteration 127 : loss : 0.362926, loss_ce: 0.022588
2022-02-07 20:44:41,760 iteration 128 : loss : 0.350799, loss_ce: 0.028838
2022-02-07 20:44:43,043 iteration 129 : loss : 0.379636, loss_ce: 0.023821
2022-02-07 20:44:44,366 iteration 130 : loss : 0.357902, loss_ce: 0.023734
2022-02-07 20:44:45,759 iteration 131 : loss : 0.379618, loss_ce: 0.028307
2022-02-07 20:44:47,150 iteration 132 : loss : 0.339527, loss_ce: 0.020172
2022-02-07 20:44:48,428 iteration 133 : loss : 0.368227, loss_ce: 0.017459
2022-02-07 20:44:49,742 iteration 134 : loss : 0.380372, loss_ce: 0.010636
2022-02-07 20:44:50,981 iteration 135 : loss : 0.379495, loss_ce: 0.008896
2022-02-07 20:44:52,257 iteration 136 : loss : 0.372446, loss_ce: 0.011683
2022-02-07 20:44:53,600 iteration 137 : loss : 0.380969, loss_ce: 0.011795
2022-02-07 20:44:54,925 iteration 138 : loss : 0.348259, loss_ce: 0.014749
2022-02-07 20:44:56,301 iteration 139 : loss : 0.361282, loss_ce: 0.031262
2022-02-07 20:44:57,543 iteration 140 : loss : 0.342017, loss_ce: 0.030001
2022-02-07 20:44:58,822 iteration 141 : loss : 0.374270, loss_ce: 0.038139
2022-02-07 20:45:00,047 iteration 142 : loss : 0.364805, loss_ce: 0.014325
2022-02-07 20:45:01,379 iteration 143 : loss : 0.326611, loss_ce: 0.018672
2022-02-07 20:45:02,666 iteration 144 : loss : 0.340404, loss_ce: 0.029183
2022-02-07 20:45:04,003 iteration 145 : loss : 0.381157, loss_ce: 0.012139
2022-02-07 20:45:05,297 iteration 146 : loss : 0.329016, loss_ce: 0.020447
2022-02-07 20:45:06,554 iteration 147 : loss : 0.345392, loss_ce: 0.039987
2022-02-07 20:45:07,827 iteration 148 : loss : 0.336753, loss_ce: 0.031747
2022-02-07 20:45:09,171 iteration 149 : loss : 0.335843, loss_ce: 0.022826
2022-02-07 20:45:10,525 iteration 150 : loss : 0.385905, loss_ce: 0.021195
2022-02-07 20:45:11,735 iteration 151 : loss : 0.340797, loss_ce: 0.037622
2022-02-07 20:45:13,011 iteration 152 : loss : 0.340917, loss_ce: 0.040209
2022-02-07 20:45:14,344 iteration 153 : loss : 0.391091, loss_ce: 0.031108
2022-02-07 20:45:15,732 iteration 154 : loss : 0.384857, loss_ce: 0.019146
2022-02-07 20:45:17,072 iteration 155 : loss : 0.379585, loss_ce: 0.009071
2022-02-07 20:45:18,319 iteration 156 : loss : 0.322897, loss_ce: 0.022783
2022-02-07 20:45:19,667 iteration 157 : loss : 0.334200, loss_ce: 0.025622
2022-02-07 20:45:21,127 iteration 158 : loss : 0.382805, loss_ce: 0.015279
2022-02-07 20:45:22,493 iteration 159 : loss : 0.335828, loss_ce: 0.027225
2022-02-07 20:45:23,788 iteration 160 : loss : 0.378388, loss_ce: 0.006767
2022-02-07 20:45:25,138 iteration 161 : loss : 0.369669, loss_ce: 0.035496
2022-02-07 20:45:26,404 iteration 162 : loss : 0.384584, loss_ce: 0.021765
2022-02-07 20:45:27,710 iteration 163 : loss : 0.325711, loss_ce: 0.019322
2022-02-07 20:45:28,968 iteration 164 : loss : 0.339778, loss_ce: 0.032580
2022-02-07 20:45:30,228 iteration 165 : loss : 0.385660, loss_ce: 0.020710
2022-02-07 20:45:31,520 iteration 166 : loss : 0.380277, loss_ce: 0.010532
2022-02-07 20:45:32,880 iteration 167 : loss : 0.368353, loss_ce: 0.012522
2022-02-07 20:45:34,189 iteration 168 : loss : 0.378009, loss_ce: 0.009670
2022-02-07 20:45:35,604 iteration 169 : loss : 0.378017, loss_ce: 0.006027
2022-02-07 20:45:36,940 iteration 170 : loss : 0.382747, loss_ce: 0.017479
2022-02-07 20:45:38,314 iteration 171 : loss : 0.358027, loss_ce: 0.016503
2022-02-07 20:45:39,589 iteration 172 : loss : 0.371034, loss_ce: 0.013800
2022-02-07 20:45:40,826 iteration 173 : loss : 0.361686, loss_ce: 0.018347
2022-02-07 20:45:42,161 iteration 174 : loss : 0.360775, loss_ce: 0.028783
2022-02-07 20:45:43,463 iteration 175 : loss : 0.373650, loss_ce: 0.021880
2022-02-07 20:45:44,797 iteration 176 : loss : 0.337518, loss_ce: 0.035588
2022-02-07 20:45:46,154 iteration 177 : loss : 0.382257, loss_ce: 0.014232
2022-02-07 20:45:47,521 iteration 178 : loss : 0.343415, loss_ce: 0.038927
2022-02-07 20:45:48,821 iteration 179 : loss : 0.358195, loss_ce: 0.017117
2022-02-07 20:45:50,199 iteration 180 : loss : 0.369002, loss_ce: 0.049040
2022-02-07 20:45:51,499 iteration 181 : loss : 0.357809, loss_ce: 0.017454
2022-02-07 20:45:52,865 iteration 182 : loss : 0.385116, loss_ce: 0.019876
2022-02-07 20:45:54,225 iteration 183 : loss : 0.372660, loss_ce: 0.020797
2022-02-07 20:45:55,537 iteration 184 : loss : 0.334435, loss_ce: 0.016633
2022-02-07 20:45:56,936 iteration 185 : loss : 0.338731, loss_ce: 0.034644
2022-02-07 20:45:58,254 iteration 186 : loss : 0.380466, loss_ce: 0.010873
2022-02-07 20:45:59,544 iteration 187 : loss : 0.339381, loss_ce: 0.027499
2022-02-07 20:46:00,915 iteration 188 : loss : 0.363462, loss_ce: 0.021670
2022-02-07 20:46:02,263 iteration 189 : loss : 0.342320, loss_ce: 0.029573
2022-02-07 20:46:03,557 iteration 190 : loss : 0.323328, loss_ce: 0.020331
2022-02-07 20:46:04,948 iteration 191 : loss : 0.376481, loss_ce: 0.072444
2022-02-07 20:46:06,287 iteration 192 : loss : 0.362620, loss_ce: 0.048222
2022-02-07 20:46:07,665 iteration 193 : loss : 0.349154, loss_ce: 0.016612
2022-02-07 20:46:09,107 iteration 194 : loss : 0.379109, loss_ce: 0.025508
2022-02-07 20:46:10,382 iteration 195 : loss : 0.333468, loss_ce: 0.023899
2022-02-07 20:46:11,694 iteration 196 : loss : 0.379580, loss_ce: 0.009129
2022-02-07 20:46:13,027 iteration 197 : loss : 0.340000, loss_ce: 0.048121
2022-02-07 20:46:14,356 iteration 198 : loss : 0.364698, loss_ce: 0.026563
2022-02-07 20:46:15,722 iteration 199 : loss : 0.345740, loss_ce: 0.035832
2022-02-07 20:46:17,046 iteration 200 : loss : 0.361909, loss_ce: 0.035133
2022-02-07 20:46:18,311 iteration 201 : loss : 0.325808, loss_ce: 0.040376
2022-02-07 20:46:19,635 iteration 202 : loss : 0.344961, loss_ce: 0.024779
2022-02-07 20:46:21,050 iteration 203 : loss : 0.328000, loss_ce: 0.015786
2022-02-07 20:46:22,282 iteration 204 : loss : 0.386230, loss_ce: 0.024387
2022-02-07 20:46:23,572 iteration 205 : loss : 0.365808, loss_ce: 0.016581
2022-02-07 20:46:24,865 iteration 206 : loss : 0.329421, loss_ce: 0.014222
2022-02-07 20:46:26,215 iteration 207 : loss : 0.364424, loss_ce: 0.016144
2022-02-07 20:46:27,461 iteration 208 : loss : 0.380348, loss_ce: 0.010589
2022-02-07 20:46:28,802 iteration 209 : loss : 0.326412, loss_ce: 0.028988
2022-02-07 20:46:30,181 iteration 210 : loss : 0.352699, loss_ce: 0.049202
2022-02-07 20:46:31,590 iteration 211 : loss : 0.362012, loss_ce: 0.018637
2022-02-07 20:46:32,856 iteration 212 : loss : 0.380572, loss_ce: 0.010900
2022-02-07 20:46:34,139 iteration 213 : loss : 0.360707, loss_ce: 0.027902
2022-02-07 20:46:35,419 iteration 214 : loss : 0.376033, loss_ce: 0.024392
2022-02-07 20:46:36,769 iteration 215 : loss : 0.366057, loss_ce: 0.023435
2022-02-07 20:46:38,074 iteration 216 : loss : 0.363895, loss_ce: 0.022371
2022-02-07 20:46:39,372 iteration 217 : loss : 0.372225, loss_ce: 0.019258
2022-02-07 20:46:40,589 iteration 218 : loss : 0.348619, loss_ce: 0.037513
2022-02-07 20:46:41,902 iteration 219 : loss : 0.352071, loss_ce: 0.024826
2022-02-07 20:46:43,270 iteration 220 : loss : 0.348995, loss_ce: 0.025227
2022-02-07 20:46:44,524 iteration 221 : loss : 0.340733, loss_ce: 0.017098
2022-02-07 20:46:45,776 iteration 222 : loss : 0.343771, loss_ce: 0.028735
2022-02-07 20:46:47,155 iteration 223 : loss : 0.378187, loss_ce: 0.006298
2022-02-07 20:46:48,586 iteration 224 : loss : 0.377912, loss_ce: 0.005801
2022-02-07 20:46:49,955 iteration 225 : loss : 0.342909, loss_ce: 0.048685
2022-02-07 20:46:51,198 iteration 226 : loss : 0.377443, loss_ce: 0.004860
2022-02-07 20:46:52,388 iteration 227 : loss : 0.360025, loss_ce: 0.009015
2022-02-07 20:46:53,663 iteration 228 : loss : 0.377866, loss_ce: 0.005683
2022-02-07 20:46:54,956 iteration 229 : loss : 0.362277, loss_ce: 0.015131
2022-02-07 20:46:56,267 iteration 230 : loss : 0.356014, loss_ce: 0.031417
2022-02-07 20:46:57,589 iteration 231 : loss : 0.382886, loss_ce: 0.015520
2022-02-07 20:46:58,929 iteration 232 : loss : 0.380303, loss_ce: 0.010379
2022-02-07 20:47:00,249 iteration 233 : loss : 0.332027, loss_ce: 0.018846
2022-02-07 20:47:01,578 iteration 234 : loss : 0.365007, loss_ce: 0.013834
2022-02-07 20:47:02,874 iteration 235 : loss : 0.336886, loss_ce: 0.016028
2022-02-07 20:47:04,234 iteration 236 : loss : 0.324257, loss_ce: 0.020226
2022-02-07 20:47:05,573 iteration 237 : loss : 0.377693, loss_ce: 0.005323
2022-02-07 20:47:06,912 iteration 238 : loss : 0.367576, loss_ce: 0.023593
2022-02-07 20:47:08,234 iteration 239 : loss : 0.364335, loss_ce: 0.008363
2022-02-07 20:47:09,607 iteration 240 : loss : 0.342344, loss_ce: 0.022443
2022-02-07 20:47:10,889 iteration 241 : loss : 0.370652, loss_ce: 0.008543
2022-02-07 20:47:12,199 iteration 242 : loss : 0.383361, loss_ce: 0.023639
2022-02-07 20:47:13,468 iteration 243 : loss : 0.352560, loss_ce: 0.020860
2022-02-07 20:47:14,826 iteration 244 : loss : 0.347085, loss_ce: 0.024841
2022-02-07 20:47:16,089 iteration 245 : loss : 0.344605, loss_ce: 0.023378
2022-02-07 20:47:17,369 iteration 246 : loss : 0.327252, loss_ce: 0.040796
2022-02-07 20:47:18,673 iteration 247 : loss : 0.361464, loss_ce: 0.019554
2022-02-07 20:47:20,028 iteration 248 : loss : 0.356464, loss_ce: 0.040442
2022-02-07 20:47:21,341 iteration 249 : loss : 0.338008, loss_ce: 0.009833
2022-02-07 20:47:22,693 iteration 250 : loss : 0.358884, loss_ce: 0.029383
2022-02-07 20:47:24,027 iteration 251 : loss : 0.357233, loss_ce: 0.018348
2022-02-07 20:47:25,384 iteration 252 : loss : 0.357748, loss_ce: 0.007386
2022-02-07 20:47:26,696 iteration 253 : loss : 0.363381, loss_ce: 0.010079
2022-02-07 20:47:28,009 iteration 254 : loss : 0.339496, loss_ce: 0.023624
2022-02-07 20:47:29,395 iteration 255 : loss : 0.342098, loss_ce: 0.030162
2022-02-07 20:47:30,742 iteration 256 : loss : 0.354954, loss_ce: 0.015864
2022-02-07 20:47:32,139 iteration 257 : loss : 0.381626, loss_ce: 0.012960
2022-02-07 20:47:33,405 iteration 258 : loss : 0.377699, loss_ce: 0.005352
2022-02-07 20:47:34,724 iteration 259 : loss : 0.329775, loss_ce: 0.014208
2022-02-07 20:47:35,950 iteration 260 : loss : 0.333065, loss_ce: 0.037471
2022-02-07 20:47:37,298 iteration 261 : loss : 0.337803, loss_ce: 0.043170
2022-02-07 20:47:38,695 iteration 262 : loss : 0.358200, loss_ce: 0.043155
2022-02-07 20:47:39,967 iteration 263 : loss : 0.320951, loss_ce: 0.017674
2022-02-07 20:47:41,259 iteration 264 : loss : 0.379038, loss_ce: 0.007909
2022-02-07 20:47:42,590 iteration 265 : loss : 0.362660, loss_ce: 0.025179
2022-02-07 20:47:43,953 iteration 266 : loss : 0.327505, loss_ce: 0.018568
2022-02-07 20:47:45,315 iteration 267 : loss : 0.369143, loss_ce: 0.020794
2022-02-07 20:47:46,580 iteration 268 : loss : 0.350578, loss_ce: 0.036461
2022-02-07 20:47:47,982 iteration 269 : loss : 0.379029, loss_ce: 0.007967
2022-02-07 20:47:49,295 iteration 270 : loss : 0.363823, loss_ce: 0.033895
2022-02-07 20:47:50,639 iteration 271 : loss : 0.347189, loss_ce: 0.023206
2022-02-07 20:47:51,952 iteration 272 : loss : 0.351550, loss_ce: 0.007715
2022-02-07 20:47:53,335 iteration 273 : loss : 0.368508, loss_ce: 0.022118
2022-02-07 20:47:54,688 iteration 274 : loss : 0.378230, loss_ce: 0.006435
2022-02-07 20:47:55,974 iteration 275 : loss : 0.368570, loss_ce: 0.013415
2022-02-07 20:47:57,223 iteration 276 : loss : 0.364841, loss_ce: 0.065025
2022-02-07 20:47:58,539 iteration 277 : loss : 0.338771, loss_ce: 0.020108
2022-02-07 20:47:59,791 iteration 278 : loss : 0.357494, loss_ce: 0.023852
2022-02-07 20:48:01,099 iteration 279 : loss : 0.378405, loss_ce: 0.006695
2022-02-07 20:48:02,412 iteration 280 : loss : 0.333321, loss_ce: 0.038373
2022-02-07 20:48:03,669 iteration 281 : loss : 0.325605, loss_ce: 0.023457
2022-02-07 20:48:04,933 iteration 282 : loss : 0.358069, loss_ce: 0.011014
2022-02-07 20:48:06,220 iteration 283 : loss : 0.374889, loss_ce: 0.010995
2022-02-07 20:48:07,427 iteration 284 : loss : 0.329034, loss_ce: 0.019303
2022-02-07 20:48:08,819 iteration 285 : loss : 0.366673, loss_ce: 0.028705
2022-02-07 20:48:10,072 iteration 286 : loss : 0.356330, loss_ce: 0.040262
2022-02-07 20:48:11,398 iteration 287 : loss : 0.345409, loss_ce: 0.037333
2022-02-07 20:48:12,775 iteration 288 : loss : 0.334817, loss_ce: 0.037998
2022-02-07 20:48:13,966 iteration 289 : loss : 0.367157, loss_ce: 0.030818
2022-02-07 20:48:15,309 iteration 290 : loss : 0.344034, loss_ce: 0.051579
2022-02-07 20:48:16,731 iteration 291 : loss : 0.365752, loss_ce: 0.014137
2022-02-07 20:48:18,125 iteration 292 : loss : 0.380378, loss_ce: 0.022905
2022-02-07 20:48:19,439 iteration 293 : loss : 0.380507, loss_ce: 0.010912
2022-02-07 20:48:20,795 iteration 294 : loss : 0.350573, loss_ce: 0.026905
2022-02-07 20:48:22,045 iteration 295 : loss : 0.361019, loss_ce: 0.016227
2022-02-07 20:48:23,340 iteration 296 : loss : 0.380354, loss_ce: 0.010565
2022-02-07 20:48:24,779 iteration 297 : loss : 0.340528, loss_ce: 0.035479
2022-02-07 20:48:26,161 iteration 298 : loss : 0.378756, loss_ce: 0.011172
2022-02-07 20:48:27,540 iteration 299 : loss : 0.351299, loss_ce: 0.026794
2022-02-07 20:48:28,805 iteration 300 : loss : 0.338386, loss_ce: 0.034381
2022-02-07 20:48:30,201 iteration 301 : loss : 0.324854, loss_ce: 0.027099
